Index,CorrectedValue
1760,2034.4580
1761,2035.6040
1762,2036.7499
1763,2037.8958
1764,2039.0417
1765,2040.1876
1766,2041.3334
1767,2042.4792
1768,2043.6249
1769,2044.7707
1770,2045.9164
1771,2047.0621
1772,2048.2077
1773,2049.3533
1774,2050.4989
1775,2051.6445
1776,2052.7900
1777,2053.9355
1778,2055.0809
1779,2056.2264
1780,2057.3718
1781,2058.5172
1782,2059.6625
1783,2060.8078
1784,2061.9531
1785,2063.0983
1786,2064.2435
1787,2065.3887
1788,2066.5339
1789,2067.6790
1790,2068.8241
1791,2069.9692
1792,2071.1142
1793,2072.2592
1794,2073.4042
1795,2074.5491
1796,2075.6940
1797,2076.8389
1798,2077.9837
1799,2079.1285
1800,2080.2733
1801,2081.4181
1802,2082.5628
1803,2083.7075
1804,2084.8521
1805,2085.9967
1806,2087.1413
1807,2088.2859
1808,2089.4304
1809,2090.5749
1810,2091.7194
1811,2092.8638
1812,2094.0082
1813,2095.1526
1814,2096.2969
1815,2097.4412
1816,2098.5855
1817,2099.7297
1818,2100.8739
1819,2102.0181
1820,2103.1622
1821,2104.3063
1822,2105.4504
1823,2106.5944
1824,2107.7384
1825,2108.8824
1826,2110.0263
1827,2111.1702
1828,2112.3141
1829,2113.4580
1830,2114.6018
1831,2115.7456
1832,2116.8893
1833,2118.0330
1834,2119.1767
1835,2120.3203
1836,2121.4639
1837,2122.6075
1838,2123.7510
1839,2124.8946
1840,2126.0380
1841,2127.1815
1842,2128.3249
1843,2129.4683
1844,2130.6116
1845,2131.7549
1846,2132.8982
1847,2134.0414
1848,2135.1846
1849,2136.3278
1850,2137.4709
1851,2138.6140
1852,2139.7571
1853,2140.9001
1854,2142.0431
1855,2143.1861
1856,2144.3290
1857,2145.4719
1858,2146.6148
1859,2147.7576
1860,2148.9004
1861,2150.0432
1862,2151.1859
1863,2152.3286
1864,2153.4712
1865,2154.6138
1866,2155.7564
1867,2156.8990
1868,2158.0415
1869,2159.1840
1870,2160.3264
1871,2161.4688
1872,2162.6112
1873,2163.7535
1874,2164.8958
1875,2166.0381
1876,2167.1803
1877,2168.3225
1878,2169.4647
1879,2170.6068
1880,2171.7489
1881,2172.8909
1882,2174.0330
1883,2175.1749
1884,2176.3169
1885,2177.4588
1886,2178.6007
1887,2179.7425
1888,2180.8843
1889,2182.0261
1890,2183.1678
1891,2184.3095
1892,2185.4511
1893,2186.5928
1894,2187.7344
1895,2188.8759
1896,2190.0174
1897,2191.1589
1898,2192.3003
1899,2193.4417
1900,2194.5831
1901,2195.7244
1902,2196.8657
1903,2198.0070
1904,2199.1482
1905,2200.2893
1906,2201.4305
1907,2202.5716
1908,2203.7127
1909,2204.8537
1910,2205.9947
1911,2207.1356
1912,2208.2766
1913,2209.4174
1914,2210.5583
1915,2211.6991
1916,2212.8399
1917,2213.9806
1918,2215.1213
1919,2216.2619
1920,2217.4025
1921,2218.5431
1922,2219.6837
1923,2220.8242
1924,2221.9646
1925,2223.1051
1926,2224.2454
1927,2225.3858
1928,2226.5261
1929,2227.6664
1930,2228.8066
1931,2229.9468
1932,2231.0870
1933,2232.2271
1934,2233.3672
1935,2234.5072
1936,2235.6472
1937,2236.7872
1938,2237.9271
1939,2239.0670
1940,2240.2068
1941,2241.3467
1942,2242.4864
1943,2243.6262
1944,2244.7658
1945,2245.9055
1946,2247.0451
1947,2248.1847
1948,2249.3242
1949,2250.4637
1950,2251.6032
1951,2252.7426
1952,2253.8820
1953,2255.0213
1954,2256.1606
1955,2257.2998
1956,2258.4391
1957,2259.5782
1958,2260.7174
1959,2261.8565
1960,2262.9955
1961,2264.1345
1962,2265.2735
1963,2266.4125
1964,2267.5514
1965,2268.6902
1966,2269.8290
1967,2270.9678
1968,2272.1065
1969,2273.2452
1970,2274.3839
1971,2275.5225
1972,2276.6611
1973,2277.7996
1974,2278.9381
1975,2280.0765
1976,2281.2149
1977,2282.3533
1978,2283.4916
1979,2284.6299
1980,2285.7682
1981,2286.9064
1982,2288.0445
1983,2289.1826
1984,2290.3207
1985,2291.4588
1986,2292.5967
1987,2293.7347
1988,2294.8726
1989,2296.0105
1990,2297.1483
1991,2298.2861
1992,2299.4238
1993,2300.5615
1994,2301.6992
1995,2302.8368
1996,2303.9744
1997,2305.1119
1998,2306.2494
1999,2307.3869
2000,2308.5243
2001,2309.6616
2002,2310.7990
2003,2311.9362
2004,2313.0735
2005,2314.2107
2006,2315.3478
2007,2316.4849
2008,2317.6220
2009,2318.7590
2010,2319.8960
2011,2321.0329
2012,2322.1698
2013,2323.3067
2014,2324.4435
2015,2325.5802
2016,2326.7170
2017,2327.8536
2018,2328.9903
2019,2330.1269
2020,2331.2634
2021,2332.3999
2022,2333.5364
2023,2334.6728
2024,2335.8091
2025,2336.9455
2026,2338.0818
2027,2339.2180
2028,2340.3542
2029,2341.4903
2030,2342.6264
2031,2343.7625
2032,2344.8985
2033,2346.0345
2034,2347.1704
2035,2348.3063
2036,2349.4422
2037,2350.5780
2038,2351.7137
2039,2352.8494
2040,2353.9851
2041,2355.1207
2042,2356.2563
2043,2357.3918
2044,2358.5273
2045,2359.6627
2046,2360.7981
2047,2361.9334
2048,2363.0687
2049,2364.2040
2050,2365.3392
2051,2366.4744
2052,2367.6095
2053,2368.7446
2054,2369.8796
2055,2371.0146
2056,2372.1495
2057,2373.2844
2058,2374.4193
2059,2375.5541
2060,2376.6888
2061,2377.8235
2062,2378.9582
2063,2380.0928
2064,2381.2274
2065,2382.3619
2066,2383.4964
2067,2384.6308
2068,2385.7652
2069,2386.8995
2070,2388.0338
2071,2389.1680
2072,2390.3022
2073,2391.4364
2074,2392.5705
2075,2393.7045
2076,2394.8386
2077,2395.9725
2078,2397.1064
2079,2398.2403
2080,2399.3741
2081,2400.5079
2082,2401.6416
2083,2402.7753
2084,2403.9089
2085,2405.0425
2086,2406.1760
2087,2407.3095
2088,2408.4430
2089,2409.5764
2090,2410.7097
2091,2411.8430
2092,2412.9763
2093,2414.1095
2094,2415.2426
2095,2416.3757
2096,2417.5088
2097,2418.6418
2098,2419.7747
2099,2420.9076
2100,2422.0405
2101,2423.1733
2102,2424.3061
2103,2425.4388
2104,2426.5715
2105,2427.7041
2106,2428.8367
2107,2429.9692
2108,2431.1017
2109,2432.2341
2110,2433.3665
2111,2434.4988
2112,2435.6311
2113,2436.7633
2114,2437.8955
2115,2439.0276
2116,2440.1597
2117,2441.2917
2118,2442.4237
2119,2443.5556
2120,2444.6875
2121,2445.8193
2122,2446.9511
2123,2448.0828
2124,2449.2145
2125,2450.3461
2126,2451.4777
2127,2452.6092
2128,2453.7407
2129,2454.8721
2130,2456.0035
2131,2457.1349
2132,2458.2661
2133,2459.3974
2134,2460.5285
2135,2461.6597
2136,2462.7907
2137,2463.9218
2138,2465.0527
2139,2466.1837
2140,2467.3145
2141,2468.4453
2142,2469.5761
2143,2470.7068
2144,2471.8375
2145,2472.9681
2146,2474.0987
2147,2475.2292
2148,2476.3596
2149,2477.4901
2150,2478.6204
2151,2479.7507
2152,2480.8810
2153,2482.0112
2154,2483.1413
2155,2484.2714
2156,2485.4015
2157,2486.5315
2158,2487.6614
2159,2488.7913
2160,2489.9211
2161,2491.0509
2162,2492.1806
2163,2493.3103
2164,2494.4399
2165,2495.5695
2166,2496.6990
2167,2497.8285
2168,2498.9579
2169,2500.0873
2170,2501.2166
2171,2502.3458
2172,2503.4751
2173,2504.6042
2174,2505.7333
2175,2506.8623
2176,2507.9913
2177,2509.1203
2178,2510.2491
2179,2511.3780
2180,2512.5068
2181,2513.6355
2182,2514.7641
2183,2515.8928
2184,2517.0213
2185,2518.1498
2186,2519.2783
2187,2520.4067
2188,2521.5350
2189,2522.6633
2190,2523.7915
2191,2524.9197
2192,2526.0478
2193,2527.1759
2194,2528.3039
2195,2529.4319
2196,2530.5598
2197,2531.6877
2198,2532.8155
2199,2533.9432
2200,2535.0709
2201,2536.1985
2202,2537.3261
2203,2538.4536
2204,2539.5811
2205,2540.7085
2206,2541.8358
2207,2542.9631
2208,2544.0904
2209,2545.2176
2210,2546.3447
2211,2547.4718
2212,2548.5988
2213,2549.7258
2214,2550.8527
2215,2551.9795
2216,2553.1063
2217,2554.2331
2218,2555.3598
2219,2556.4864
2220,2557.6130
2221,2558.7395
2222,2559.8659
2223,2560.9924
2224,2562.1187
2225,2563.2450
2226,2564.3712
2227,2565.4974
2228,2566.6235
2229,2567.7496
2230,2568.8756
2231,2570.0015
2232,2571.1274
2233,2572.2533
2234,2573.3790
2235,2574.5048
2236,2575.6304
2237,2576.7560
2238,2577.8816
2239,2579.0071
2240,2580.1325
2241,2581.2579
2242,2582.3832
2243,2583.5084
2244,2584.6336
2245,2585.7588
2246,2586.8838
2247,2588.0089
2248,2589.1338
2249,2590.2587
2250,2591.3836
2251,2592.5084
2252,2593.6331
2253,2594.7578
2254,2595.8824
2255,2597.0070
2256,2598.1315
2257,2599.2559
2258,2600.3803
2259,2601.5046
2260,2602.6289
2261,2603.7531
2262,2604.8772
2263,2606.0013
2264,2607.1253
2265,2608.2493
2266,2609.3732
2267,2610.4970
2268,2611.6208
2269,2612.7445
2270,2613.8682
2271,2614.9918
2272,2616.1153
2273,2617.2388
2274,2618.3622
2275,2619.4856
2276,2620.6089
2277,2621.7322
2278,2622.8553
2279,2623.9785
2280,2625.1015
2281,2626.2245
2282,2627.3475
2283,2628.4704
2284,2629.5932
2285,2630.7159
2286,2631.8386
2287,2632.9613
2288,2634.0838
2289,2635.2064
2290,2636.3288
2291,2637.4512
2292,2638.5735
2293,2639.6958
2294,2640.8180
2295,2641.9401
2296,2643.0622
2297,2644.1842
2298,2645.3062
2299,2646.4281
2300,2647.5499
2301,2648.6717
2302,2649.7934
2303,2650.9151
2304,2652.0367
2305,2653.1582
2306,2654.2796
2307,2655.4010
2308,2656.5224
2309,2657.6437
2310,2658.7649
2311,2659.8860
2312,2661.0071
2313,2662.1281
2314,2663.2491
2315,2664.3700
2316,2665.4908
2317,2666.6116
2318,2667.7323
2319,2668.8529
2320,2669.9735
2321,2671.0940
2322,2672.2145
2323,2673.3349
2324,2674.4552
2325,2675.5755
2326,2676.6957
2327,2677.8158
2328,2678.9359
2329,2680.0559
2330,2681.1758
2331,2682.2957
2332,2683.4155
2333,2684.5352
2334,2685.6549
2335,2686.7746
2336,2687.8941
2337,2689.0136
2338,2690.1330
2339,2691.2524
2340,2692.3717
2341,2693.4909
2342,2694.6101
2343,2695.7292
2344,2696.8482
2345,2697.9672
2346,2699.0861
2347,2700.2049
2348,2701.3237
2349,2702.4424
2350,2703.5610
2351,2704.6796
2352,2705.7981
2353,2706.9166
2354,2708.0349
2355,2709.1533
2356,2710.2715
2357,2711.3897
2358,2712.5078
2359,2713.6258
2360,2714.7438
2361,2715.8617
2362,2716.9796
2363,2718.0974
2364,2719.2151
2365,2720.3327
2366,2721.4503
2367,2722.5678
2368,2723.6853
2369,2724.8026
2370,2725.9200
2371,2727.0372
2372,2728.1544
2373,2729.2715
2374,2730.3885
2375,2731.5055
2376,2732.6224
2377,2733.7393
2378,2734.8560
2379,2735.9727
2380,2737.0894
2381,2738.2059
2382,2739.3224
2383,2740.4389
2384,2741.5552
2385,2742.6715
2386,2743.7878
2387,2744.9039
2388,2746.0200
2389,2747.1360
2390,2748.2520
2391,2749.3679
2392,2750.4837
2393,2751.5994
2394,2752.7151
2395,2753.8307
2396,2754.9462
2397,2756.0617
2398,2757.1771
2399,2758.2924
2400,2759.4077
2401,2760.5229
2402,2761.6380
2403,2762.7531
2404,2763.8681
2405,2764.9830
2406,2766.0978
2407,2767.2126
2408,2768.3273
2409,2769.4419
2410,2770.5565
2411,2771.6710
2412,2772.7854
2413,2773.8997
2414,2775.0140
2415,2776.1282
2416,2777.2424
2417,2778.3564
2418,2779.4704
2419,2780.5844
2420,2781.6982
2421,2782.8120
2422,2783.9257
2423,2785.0394
2424,2786.1529
2425,2787.2664
2426,2788.3799
2427,2789.4932
2428,2790.6065
2429,2791.7197
2430,2792.8329
2431,2793.9459
2432,2795.0589
2433,2796.1719
2434,2797.2847
2435,2798.3975
2436,2799.5102
2437,2800.6228
2438,2801.7354
2439,2802.8479
2440,2803.9603
2441,2805.0727
2442,2806.1849
2443,2807.2971
2444,2808.4093
2445,2809.5213
2446,2810.6333
2447,2811.7452
2448,2812.8570
2449,2813.9688
2450,2815.0805
2451,2816.1921
2452,2817.3036
2453,2818.4151
2454,2819.5265
2455,2820.6378
2456,2821.7491
2457,2822.8603
2458,2823.9714
2459,2825.0824
2460,2826.1933
2461,2827.3042
2462,2828.4150
2463,2829.5257
2464,2830.6364
2465,2831.7470
2466,2832.8575
2467,2833.9679
2468,2835.0783
2469,2836.1885
2470,2837.2987
2471,2838.4089
2472,2839.5189
2473,2840.6289
2474,2841.7388
2475,2842.8486
2476,2843.9584
2477,2845.0681
2478,2846.1777
2479,2847.2872
2480,2848.3967
2481,2849.5060
2482,2850.6153
2483,2851.7246
2484,2852.8337
2485,2853.9428
2486,2855.0518
2487,2856.1607
2488,2857.2695
2489,2858.3783
2490,2859.4870
2491,2860.5956
2492,2861.7041
2493,2862.8126
2494,2863.9210
2495,2865.0293
2496,2866.1375
2497,2867.2457
2498,2868.3537
2499,2869.4617
2500,2870.5697
2501,2871.6775
2502,2872.7853
2503,2873.8929
2504,2875.0006
2505,2876.1081
2506,2877.2155
2507,2878.3229
2508,2879.4302
2509,2880.5374
2510,2881.6446
2511,2882.7516
2512,2883.8586
2513,2884.9655
2514,2886.0724
2515,2887.1791
2516,2888.2858
2517,2889.3924
2518,2890.4989
2519,2891.6053
2520,2892.7117
2521,2893.8179
2522,2894.9241
2523,2896.0303
2524,2897.1363
2525,2898.2423
2526,2899.3481
2527,2900.4539
2528,2901.5597
2529,2902.6653
2530,2903.7709
2531,2904.8763
2532,2905.9817
2533,2907.0871
2534,2908.1923
2535,2909.2975
2536,2910.4025
2537,2911.5075
2538,2912.6125
2539,2913.7173
2540,2914.8220
2541,2915.9267
2542,2917.0313
2543,2918.1358
2544,2919.2403
2545,2920.3446
2546,2921.4489
2547,2922.5531
2548,2923.6572
2549,2924.7612
2550,2925.8652
2551,2926.9690
2552,2928.0728
2553,2929.1765
2554,2930.2801
2555,2931.3837
2556,2932.4871
2557,2933.5905
2558,2934.6938
2559,2935.7970
2560,2936.9001
2561,2938.0032
2562,2939.1061
2563,2940.2090
2564,2941.3118
2565,2942.4145
2566,2943.5172
2567,2944.6197
2568,2945.7222
2569,2946.8246
2570,2947.9269
2571,2949.0291
2572,2950.1312
2573,2951.2333
2574,2952.3352
2575,2953.4371
2576,2954.5389
2577,2955.6406
2578,2956.7422
2579,2957.8438
2580,2958.9453
2581,2960.0466
2582,2961.1479
2583,2962.2491
2584,2963.3503
2585,2964.4513
2586,2965.5523
2587,2966.6531
2588,2967.7539
2589,2968.8546
2590,2969.9552
2591,2971.0558
2592,2972.1562
2593,2973.2566
2594,2974.3569
2595,2975.4571
2596,2976.5572
2597,2977.6572
2598,2978.7571
2599,2979.8570
2600,2980.9567
2601,2982.0564
2602,2983.1560
2603,2984.2555
2604,2985.3549
2605,2986.4543
2606,2987.5535
2607,2988.6527
2608,2989.7518
2609,2990.8507
2610,2991.9496
2611,2993.0485
2612,2994.1472
2613,2995.2458
2614,2996.3444
2615,2997.4429
2616,2998.5412
2617,2999.6395
2618,3000.7377
2619,3001.8359
2620,3002.9339
2621,3004.0318
2622,3005.1297
2623,3006.2275
2624,3007.3251
2625,3008.4227
2626,3009.5202
2627,3010.6177
2628,3011.7150
2629,3012.8122
2630,3013.9094
2631,3015.0064
2632,3016.1034
2633,3017.2003
2634,3018.2971
2635,3019.3938
2636,3020.4904
2637,3021.5870
2638,3022.6834
2639,3023.7798
2640,3024.8760
2641,3025.9722
2642,3027.0683
2643,3028.1643
2644,3029.2602
2645,3030.3560
2646,3031.4517
2647,3032.5474
2648,3033.6429
2649,3034.7384
2650,3035.8338
2651,3036.9290
2652,3038.0242
2653,3039.1193
2654,3040.2143
2655,3041.3092
2656,3042.4041
2657,3043.4988
2658,3044.5934
2659,3045.6880
2660,3046.7825
2661,3047.8768
2662,3048.9711
2663,3050.0653
2664,3051.1594
2665,3052.2534
2666,3053.3473
2667,3054.4411
2668,3055.5349
2669,3056.6285
2670,3057.7221
2671,3058.8155
2672,3059.9089
2673,3061.0022
2674,3062.0953
2675,3063.1884
2676,3064.2814
2677,3065.3743
2678,3066.4671
2679,3067.5598
2680,3068.6525
2681,3069.7450
2682,3070.8374
2683,3071.9298
2684,3073.0220
2685,3074.1142
2686,3075.2063
2687,3076.2982
2688,3077.3901
2689,3078.4819
2690,3079.5736
2691,3080.6652
2692,3081.7567
2693,3082.8481
2694,3083.9394
2695,3085.0307
2696,3086.1218
2697,3087.2128
2698,3088.3038
2699,3089.3946
2700,3090.4854
2701,3091.5760
2702,3092.6666
2703,3093.7570
2704,3094.8474
2705,3095.9377
2706,3097.0279
2707,3098.1180
2708,3099.2080
2709,3100.2978
2710,3101.3877
2711,3102.4774
2712,3103.5670
2713,3104.6565
2714,3105.7459
2715,3106.8352
2716,3107.9244
2717,3109.0136
2718,3110.1026
2719,3111.1915
2720,3112.2804
2721,3113.3691
2722,3114.4578
2723,3115.5463
2724,3116.6348
2725,3117.7232
2726,3118.8114
2727,3119.8996
2728,3120.9876
2729,3122.0756
2730,3123.1635
2731,3124.2513
2732,3125.3389
2733,3126.4265
2734,3127.5140
2735,3128.6014
2736,3129.6887
2737,3130.7759
2738,3131.8630
2739,3132.9500
2740,3134.0369
2741,3135.1236
2742,3136.2103
2743,3137.2969
2744,3138.3834
2745,3139.4699
2746,3140.5562
2747,3141.6424
2748,3142.7285
2749,3143.8145
2750,3144.9004
2751,3145.9862
2752,3147.0719
2753,3148.1575
2754,3149.2430
2755,3150.3284
2756,3151.4138
2757,3152.4990
2758,3153.5841
2759,3154.6691
2760,3155.7540
2761,3156.8388
2762,3157.9235
2763,3159.0081
2764,3160.0926
2765,3161.1771
2766,3162.2614
2767,3163.3456
2768,3164.4297
2769,3165.5137
2770,3166.5976
2771,3167.6814
2772,3168.7651
2773,3169.8487
2774,3170.9322
2775,3172.0156
2776,3173.0989
2777,3174.1821
2778,3175.2652
2779,3176.3482
2780,3177.4311
2781,3178.5139
2782,3179.5966
2783,3180.6792
2784,3181.7616
2785,3182.8440
2786,3183.9263
2787,3185.0085
2788,3186.0906
2789,3187.1725
2790,3188.2544
2791,3189.3362
2792,3190.4178
2793,3191.4994
2794,3192.5808
2795,3193.6622
2796,3194.7434
2797,3195.8246
2798,3196.9056
2799,3197.9866
2800,3199.0674
2801,3200.1481
2802,3201.2288
2803,3202.3093
2804,3203.3897
2805,3204.4700
2806,3205.5502
2807,3206.6303
2808,3207.7103
2809,3208.7902
2810,3209.8700
2811,3210.9497
2812,3212.0293
2813,3213.1088
2814,3214.1881
2815,3215.2674
2816,3216.3466
2817,3217.4256
2818,3218.5046
2819,3219.5834
2820,3220.6621
2821,3221.7408
2822,3222.8193
2823,3223.8977
2824,3224.9760
2825,3226.0542
2826,3227.1323
2827,3228.2103
2828,3229.2882
2829,3230.3660
2830,3231.4437
2831,3232.5213
2832,3233.5987
2833,3234.6761
2834,3235.7533
2835,3236.8305
2836,3237.9075
2837,3238.9844
2838,3240.0613
2839,3241.1380
2840,3242.2146
2841,3243.2911
2842,3244.3675
2843,3245.4437
2844,3246.5199
2845,3247.5960
2846,3248.6719
2847,3249.7478
2848,3250.8235
2849,3251.8991
2850,3252.9747
2851,3254.0501
2852,3255.1254
2853,3256.2006
2854,3257.2757
2855,3258.3507
2856,3259.4255
2857,3260.5003
2858,3261.5749
2859,3262.6495
2860,3263.7239
2861,3264.7982
2862,3265.8724
2863,3266.9465
2864,3268.0205
2865,3269.0944
2866,3270.1682
2867,3271.2419
2868,3272.3154
2869,3273.3888
2870,3274.4622
2871,3275.5354
2872,3276.6085
2873,3277.6815
2874,3278.7544
2875,3279.8272
2876,3280.8998
2877,3281.9724
2878,3283.0448
2879,3284.1172
2880,3285.1894
2881,3286.2615
2882,3287.3335
2883,3288.4054
2884,3289.4771
2885,3290.5488
2886,3291.6203
2887,3292.6918
2888,3293.7631
2889,3294.8343
2890,3295.9054
2891,3296.9764
2892,3298.0473
2893,3299.1180
2894,3300.1887
2895,3301.2592
2896,3302.3296
2897,3303.4000
2898,3304.4701
2899,3305.5402
2900,3306.6102
2901,3307.6801
2902,3308.7498
2903,3309.8194
2904,3310.8889
2905,3311.9583
2906,3313.0276
2907,3314.0968
2908,3315.1658
2909,3316.2348
2910,3317.3036
2911,3318.3723
2912,3319.4409
2913,3320.5094
2914,3321.5778
2915,3322.6460
2916,3323.7142
2917,3324.7822
2918,3325.8501
2919,3326.9179
2920,3327.9856
2921,3329.0531
2922,3330.1206
2923,3331.1879
2924,3332.2551
2925,3333.3222
2926,3334.3892
2927,3335.4561
2928,3336.5228
2929,3337.5895
2930,3338.6560
2931,3339.7224
2932,3340.7887
2933,3341.8548
2934,3342.9209
2935,3343.9868
2936,3345.0526
2937,3346.1183
2938,3347.1839
2939,3348.2494
2940,3349.3147
2941,3350.3799
2942,3351.4451
2943,3352.5100
2944,3353.5749
2945,3354.6397
2946,3355.7043
2947,3356.7688
2948,3357.8332
2949,3358.8975
2950,3359.9617
2951,3361.0257
2952,3362.0897
2953,3363.1535
2954,3364.2172
2955,3365.2807
2956,3366.3442
2957,3367.4075
2958,3368.4707
2959,3369.5338
2960,3370.5968
2961,3371.6597
2962,3372.7224
2963,3373.7850
2964,3374.8475
2965,3375.9099
2966,3376.9721
2967,3378.0343
2968,3379.0963
2969,3380.1582
2970,3381.2199
2971,3382.2816
2972,3383.3431
2973,3384.4045
2974,3385.4658
2975,3386.5270
2976,3387.5880
2977,3388.6490
2978,3389.7098
2979,3390.7705
2980,3391.8310
2981,3392.8915
2982,3393.9518
2983,3395.0120
2984,3396.0721
2985,3397.1320
2986,3398.1918
2987,3399.2515
2988,3400.3111
2989,3401.3706
2990,3402.4299
2991,3403.4891
2992,3404.5482
2993,3405.6072
2994,3406.6661
2995,3407.7248
2996,3408.7834
2997,3409.8419
2998,3410.9002
2999,3411.9585
3000,3413.0166
3001,3414.0745
3002,3415.1324
3003,3416.1901
3004,3417.2478
3005,3418.3052
3006,3419.3626
3007,3420.4198
3008,3421.4770
3009,3422.5340
3010,3423.5908
3011,3424.6476
3012,3425.7042
3013,3426.7607
3014,3427.8170
3015,3428.8733
3016,3429.9294
3017,3430.9854
3018,3432.0412
3019,3433.0970
3020,3434.1526
3021,3435.2081
3022,3436.2634
3023,3437.3187
3024,3438.3738
3025,3439.4288
3026,3440.4836
3027,3441.5384
3028,3442.5930
3029,3443.6474
3030,3444.7018
3031,3445.7560
3032,3446.8101
3033,3447.8641
3034,3448.9179
3035,3449.9716
3036,3451.0252
3037,3452.0787
3038,3453.1320
3039,3454.1852
3040,3455.2383
3041,3456.2912
3042,3457.3440
3043,3458.3967
3044,3459.4493
3045,3460.5017
3046,3461.5540
3047,3462.6062
3048,3463.6583
3049,3464.7102
3050,3465.7620
3051,3466.8136
3052,3467.8652
3053,3468.9166
3054,3469.9678
3055,3471.0190
3056,3472.0700
3057,3473.1209
3058,3474.1716
3059,3475.2223
3060,3476.2728
3061,3477.3231
3062,3478.3734
3063,3479.4235
3064,3480.4734
3065,3481.5233
3066,3482.5730
3067,3483.6226
3068,3484.6720
3069,3485.7214
3070,3486.7705
3071,3487.8196
3072,3488.8685
3073,3489.9173
3074,3490.9660
3075,3492.0145
3076,3493.0629
3077,3494.1112
3078,3495.1593
3079,3496.2073
3080,3497.2552
3081,3498.3030
3082,3499.3506
3083,3500.3980
3084,3501.4454
3085,3502.4926
3086,3503.5397
3087,3504.5866
3088,3505.6334
3089,3506.6801
3090,3507.7267
3091,3508.7731
3092,3509.8193
3093,3510.8655
3094,3511.9115
3095,3512.9574
3096,3514.0031
3097,3515.0487
3098,3516.0942
3099,3517.1396
3100,3518.1848
3101,3519.2298
3102,3520.2748
3103,3521.3196
3104,3522.3643
3105,3523.4088
3106,3524.4532
3107,3525.4975
3108,3526.5416
3109,3527.5856
3110,3528.6294
3111,3529.6732
3112,3530.7167
3113,3531.7602
3114,3532.8035
3115,3533.8467
3116,3534.8897
3117,3535.9326
3118,3536.9754
3119,3538.0181
3120,3539.0606
3121,3540.1029
3122,3541.1451
3123,3542.1872
3124,3543.2292
3125,3544.2710
3126,3545.3127
3127,3546.3542
3128,3547.3956
3129,3548.4369
3130,3549.4780
3131,3550.5190
3132,3551.5599
3133,3552.6006
3134,3553.6412
3135,3554.6816
3136,3555.7219
3137,3556.7621
3138,3557.8021
3139,3558.8420
3140,3559.8817
3141,3560.9213
3142,3561.9608
3143,3563.0001
3144,3564.0393
3145,3565.0784
3146,3566.1173
3147,3567.1560
3148,3568.1947
3149,3569.2332
3150,3570.2715
3151,3571.3097
3152,3572.3478
3153,3573.3857
3154,3574.4235
3155,3575.4612
3156,3576.4987
3157,3577.5361
3158,3578.5733
3159,3579.6104
3160,3580.6473
3161,3581.6842
3162,3582.7208
3163,3583.7574
3164,3584.7937
3165,3585.8300
3166,3586.8661
3167,3587.9020
3168,3588.9379
3169,3589.9735
3170,3591.0091
3171,3592.0445
3172,3593.0797
3173,3594.1148
3174,3595.1498
3175,3596.1846
3176,3597.2193
3177,3598.2538
3178,3599.2882
3179,3600.3225
3180,3601.3566
3181,3602.3906
3182,3603.4244
3183,3604.4581
3184,3605.4916
3185,3606.5250
3186,3607.5582
3187,3608.5913
3188,3609.6243
3189,3610.6571
3190,3611.6898
3191,3612.7223
3192,3613.7547
3193,3614.7869
3194,3615.8190
3195,3616.8510
3196,3617.8828
3197,3618.9144
3198,3619.9459
3199,3620.9773
3200,3622.0085
3201,3623.0396
3202,3624.0705
3203,3625.1013
3204,3626.1320
3205,3627.1625
3206,3628.1928
3207,3629.2230
3208,3630.2531
3209,3631.2830
3210,3632.3127
3211,3633.3424
3212,3634.3718
3213,3635.4012
3214,3636.4303
3215,3637.4594
3216,3638.4882
3217,3639.5170
3218,3640.5456
3219,3641.5740
3220,3642.6023
3221,3643.6304
3222,3644.6584
3223,3645.6863
3224,3646.7140
3225,3647.7415
3226,3648.7689
3227,3649.7962
3228,3650.8233
3229,3651.8502
3230,3652.8771
3231,3653.9037
3232,3654.9302
3233,3655.9566
3234,3656.9828
3235,3658.0089
3236,3659.0348
3237,3660.0605
3238,3661.0862
3239,3662.1116
3240,3663.1369
3241,3664.1621
3242,3665.1871
3243,3666.2120
3244,3667.2367
3245,3668.2613
3246,3669.2857
3247,3670.3099
3248,3671.3340
3249,3672.3580
3250,3673.3818
3251,3674.4055
3252,3675.4290
3253,3676.4523
3254,3677.4755
3255,3678.4986
3256,3679.5215
3257,3680.5442
3258,3681.5668
3259,3682.5893
3260,3683.6116
3261,3684.6337
3262,3685.6557
3263,3686.6775
3264,3687.6992
3265,3688.7207
3266,3689.7421
3267,3690.7633
3268,3691.7844
3269,3692.8053
3270,3693.8261
3271,3694.8467
3272,3695.8672
3273,3696.8875
3274,3697.9076
3275,3698.9276
3276,3699.9474
3277,3700.9671
3278,3701.9867
3279,3703.0060
3280,3704.0253
3281,3705.0443
3282,3706.0632
3283,3707.0820
3284,3708.1006
3285,3709.1191
3286,3710.1373
3287,3711.1555
3288,3712.1735
3289,3713.1913
3290,3714.2090
3291,3715.2265
3292,3716.2438
3293,3717.2610
3294,3718.2781
3295,3719.2950
3296,3720.3117
3297,3721.3283
3298,3722.3447
3299,3723.3610
3300,3724.3771
3301,3725.3930
3302,3726.4088
3303,3727.4245
3304,3728.4399
3305,3729.4553
3306,3730.4704
3307,3731.4854
3308,3732.5003
3309,3733.5150
3310,3734.5295
3311,3735.5439
3312,3736.5581
3313,3737.5721
